dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage
mmlu-pro,0.0,0.001,0.15,0.75,59,1804,1774.4337158203125,0.0405381917953491,0.9548124717577948
mmlu-pro,0.0,0.001,0.15,0.75,60,1804,1774.5263671875,0.0405669882893562,0.94713059195662
mmlu-pro,0.0,0.001,0.15,0.75,61,1804,1774.7225341796875,0.0405764207243919,0.9507455942159964
mmlu-pro,0.0,0.001,0.15,0.75,62,1804,1774.45458984375,0.0405465811491012,0.9516493447808404
mmlu-pro,0.0,0.001,0.15,0.75,63,1804,1774.123291015625,0.0405610054731369,0.9498418436511524
mmlu-pro,0.0,0.001,0.15,0.75,64,1804,1774.4681396484375,0.0405830778181552,0.9439674649796655
mmlu-pro,0.0,0.001,0.15,0.75,65,1804,1774.40576171875,0.0405687354505062,0.955716222322639
mmlu-pro,0.0,0.001,0.15,0.75,66,1804,1774.826904296875,0.0405859351158142,0.946678716674198
mmlu-pro,0.0,0.001,0.15,0.75,67,1804,1774.369140625,0.0405650772154331,0.9543605964753727
mmlu-pro,0.0,0.001,0.15,0.75,68,1804,1774.377685546875,0.0405450612306594,0.9367374604609128
mmlu-pro,0.0,0.001,0.15,0.75,69,1804,1774.34521484375,0.0405661761760711,0.9403524627202892
mmlu-pro,0.0,0.001,0.15,0.75,70,1804,1774.26513671875,0.0405738018453121,0.9543605964753727
mmlu-pro,0.0,0.001,0.15,0.75,71,1804,1775.0712890625,0.0405859649181366,0.9371893357433349
mmlu-pro,0.0,0.001,0.15,0.75,72,1804,1774.7767333984375,0.0405892096459865,0.9417080885675554
mmlu-pro,0.0,0.001,0.15,0.75,73,1804,1774.314453125,0.0405646041035652,0.948034342521464
mmlu-pro,0.0,0.001,0.15,0.75,74,1804,1774.3975830078125,0.0405546873807907,0.9539087211929508
mmlu-pro,0.0,0.001,0.15,0.75,75,1804,1774.5728759765625,0.0405751653015613,0.9516493447808404
mmlu-pro,0.0,0.001,0.15,0.75,76,1804,1774.6710205078125,0.0405802465975284,0.9493899683687302
mmlu-pro,0.0,0.001,0.15,0.75,77,1804,1774.4830322265625,0.0405631251633167,0.9521012200632626
mmlu-pro,0.0,0.001,0.15,0.75,78,1804,1774.0985107421875,0.040558997541666,0.9516493447808404
mmlu-pro,0.0,0.001,0.15,0.75,79,1804,1774.14453125,0.0405690558254718,0.9430637144148216
mmlu-pro,0.0,0.001,0.15,0.75,80,1804,1775.1766357421875,0.040562056005001,0.9435155896972436
mmlu-pro,0.0,0.001,0.15,0.75,81,1804,1774.2196044921875,0.0405458137392997,0.9597830998644374
mmlu-pro,0.0,0.001,0.15,0.75,82,1804,1774.7225341796875,0.0405630022287368,0.9435155896972436
mmlu-pro,0.0,0.001,0.15,0.75,83,1804,1775.3275146484375,0.0405633822083473,0.955716222322639
mmlu-pro,0.0,0.001,0.15,0.75,84,1804,1774.3040771484375,0.0405583903193473,0.9525530953456848
mmlu-pro,0.0,0.001,0.15,0.75,85,1804,1775.1341552734375,0.0405660308897495,0.9489380930863082
mmlu-pro,0.0,0.001,0.15,0.75,86,1804,1775.5516357421875,0.0405856110155582,0.9484862178038862
mmlu-pro,0.0,0.001,0.15,0.75,87,1804,1773.9949951171875,0.0405648462474346,0.94713059195662
mmlu-pro,0.0,0.001,0.15,0.75,88,1804,1774.232666015625,0.0405600666999816,0.947582467239042
mmlu-pro,0.0,0.001,0.15,0.75,89,1804,1774.5850830078125,0.040557637810707,0.9511974694984184
mmlu-pro,0.0,0.001,0.15,0.75,90,1804,1774.0789794921875,0.0405583567917346,0.9498418436511524
mmlu-pro,0.0,0.001,0.15,0.75,91,1804,1774.2589111328125,0.0405729003250598,0.9448712155445096
mmlu-pro,0.0,0.001,0.15,0.75,92,1804,1774.2105712890625,0.04055006057024,0.9444193402620876
mmlu-pro,0.0,0.001,0.15,0.75,93,1804,1774.75,0.0405800528824329,0.9507455942159964
mmlu-pro,0.0,0.001,0.15,0.75,94,1804,1773.9150390625,0.0405612625181674,0.9453230908269318
mmlu-pro,0.0,0.001,0.15,0.75,95,1804,1774.2742919921875,0.0405465103685855,0.94713059195662
mmlu-pro,0.0,0.001,0.15,0.75,96,1804,1773.3438720703125,0.0405267439782619,0.94713059195662
mmlu-pro,0.0,0.001,0.15,0.75,97,1804,1774.6099853515625,0.0405758433043956,0.9539087211929508
mmlu-pro,0.0,0.001,0.15,0.75,98,1804,1774.1395263671875,0.0405506528913974,0.9534568459105288
mmlu-pro,0.0,0.001,0.15,0.75,99,1804,1774.323486328125,0.0405318848788738,0.948034342521464
mmlu-pro,0.0,0.001,0.175,0.05,0,2105,2072.552490234375,0.041697435081005,0.9430637144148216
mmlu-pro,0.0,0.001,0.175,0.05,1,2105,2072.22265625,0.0418143942952156,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.05,2,2105,2072.516845703125,0.041878618299961,0.9615906009941256
mmlu-pro,0.0,0.001,0.175,0.05,3,2105,2072.073486328125,0.0417318679392337,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.05,4,2105,2073.419189453125,0.041763562709093,0.956168097605061
mmlu-pro,0.0,0.001,0.175,0.05,5,2105,2072.33251953125,0.041651677340269,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.05,6,2105,2072.1875,0.0417621657252311,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.05,7,2105,2073.31591796875,0.0418417155742645,0.956168097605061
mmlu-pro,0.0,0.001,0.175,0.05,8,2105,2072.4716796875,0.0418225266039371,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.05,9,2105,2072.0673828125,0.0417714267969131,0.9521012200632626
mmlu-pro,0.0,0.001,0.175,0.05,10,2105,2072.45361328125,0.0416709445416927,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.05,11,2105,2073.164306640625,0.0417988933622837,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.05,12,2105,2071.81591796875,0.0416553542017936,0.9403524627202892
mmlu-pro,0.0,0.001,0.175,0.05,13,2105,2072.28369140625,0.0417682975530624,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.05,14,2105,2072.04638671875,0.0416788011789321,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.05,15,2105,2071.906005859375,0.0418846495449543,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.05,16,2105,2072.178466796875,0.0419650338590145,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,17,2105,2073.30712890625,0.0418631918728351,0.94713059195662
mmlu-pro,0.0,0.001,0.175,0.05,18,2105,2071.068603515625,0.0415885634720325,0.9602349751468596
mmlu-pro,0.0,0.001,0.175,0.05,19,2105,2072.237060546875,0.0418670959770679,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.05,20,2105,2072.790283203125,0.0420114323496818,0.9421599638499776
mmlu-pro,0.0,0.001,0.175,0.05,21,2105,2072.430908203125,0.0417128875851631,0.945774966109354
mmlu-pro,0.0,0.001,0.175,0.05,22,2105,2072.360107421875,0.0416025444865226,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.05,23,2105,2073.3935546875,0.0418090000748634,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.05,24,2105,2072.245849609375,0.0415649451315403,0.9484862178038862
mmlu-pro,0.0,0.001,0.175,0.05,25,2105,2071.935302734375,0.0415857098996639,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.05,26,2105,2072.10693359375,0.0418597534298896,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.05,27,2105,2071.150390625,0.0416367538273334,0.9620424762765476
mmlu-pro,0.0,0.001,0.175,0.05,28,2105,2070.5615234375,0.0416523404419422,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.05,29,2105,2072.75830078125,0.0416479855775833,0.946678716674198
mmlu-pro,0.0,0.001,0.175,0.05,30,2105,2071.559326171875,0.0417319647967815,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,31,2105,2071.9501953125,0.0419178083539009,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.05,32,2105,2072.584228515625,0.0420030280947685,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.05,33,2105,2071.388427734375,0.0417743362486362,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,34,2105,2072.58837890625,0.0417663902044296,0.9597830998644374
mmlu-pro,0.0,0.001,0.175,0.05,35,2105,2072.291748046875,0.041685052216053,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.05,36,2105,2072.4287109375,0.0417929776012897,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.05,37,2105,2071.327880859375,0.0417772233486175,0.9439674649796655
mmlu-pro,0.0,0.001,0.175,0.05,38,2105,2072.240234375,0.0417561531066894,0.9502937189335744
mmlu-pro,0.0,0.001,0.175,0.05,39,2105,2070.922607421875,0.041756622493267,0.9611387257117036
mmlu-pro,0.0,0.001,0.175,0.05,40,2105,2071.96728515625,0.0417894497513771,0.9543605964753727
mmlu-pro,0.0,0.001,0.175,0.05,41,2105,2072.165283203125,0.0418773777782917,0.9439674649796655
mmlu-pro,0.0,0.001,0.175,0.05,42,2105,2073.179443359375,0.0418461561203002,0.9633981021238138
mmlu-pro,0.0,0.001,0.175,0.05,43,2105,2072.691650390625,0.0416633412241935,0.9602349751468596
mmlu-pro,0.0,0.001,0.175,0.05,44,2105,2071.378662109375,0.0417437590658664,0.945774966109354
mmlu-pro,0.0,0.001,0.175,0.05,45,2105,2071.803466796875,0.0417457893490791,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.05,46,2105,2071.53759765625,0.0417385920882225,0.9633981021238138
mmlu-pro,0.0,0.001,0.175,0.05,47,2105,2071.93994140625,0.0417727306485176,0.9552643470402168
mmlu-pro,0.0,0.001,0.175,0.05,48,2105,2071.558349609375,0.0416288860142231,0.9593312245820154
mmlu-pro,0.0,0.001,0.175,0.05,49,2105,2072.58154296875,0.04196497797966,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,50,2105,2072.31591796875,0.0418939590454101,0.9521012200632626
mmlu-pro,0.0,0.001,0.175,0.05,51,2105,2073.10302734375,0.041953407227993,0.9579755987347492
mmlu-pro,0.0,0.001,0.175,0.05,52,2105,2071.73779296875,0.0418786667287349,0.9615906009941256
mmlu-pro,0.0,0.001,0.175,0.05,53,2105,2072.40625,0.0417745783925056,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.05,54,2105,2071.614013671875,0.0417150817811489,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.05,55,2105,2071.663330078125,0.0417897775769233,0.9448712155445096
mmlu-pro,0.0,0.001,0.175,0.05,56,2105,2072.67041015625,0.0417089946568012,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.05,57,2105,2072.679931640625,0.0417524129152298,0.9548124717577948
mmlu-pro,0.0,0.001,0.175,0.05,58,2105,2072.8583984375,0.0418899171054363,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.05,59,2105,2072.049072265625,0.041742131114006,0.9552643470402168
mmlu-pro,0.0,0.001,0.175,0.05,60,2105,2072.16796875,0.0416891425848007,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,61,2105,2072.400390625,0.0418215431272983,0.9611387257117036
mmlu-pro,0.0,0.001,0.175,0.05,62,2105,2072.185302734375,0.0415506511926651,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.05,63,2105,2072.23681640625,0.0419138632714748,0.956168097605061
mmlu-pro,0.0,0.001,0.175,0.05,64,2105,2072.195068359375,0.0418260395526886,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.05,65,2105,2071.90283203125,0.0417566820979118,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.05,66,2105,2072.851806640625,0.041948202997446,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,67,2105,2071.72705078125,0.041836280375719,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.05,68,2105,2072.16357421875,0.0416855216026306,0.945774966109354
mmlu-pro,0.0,0.001,0.175,0.05,69,2105,2072.135498046875,0.0418365038931369,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.05,70,2105,2072.17626953125,0.0416462942957878,0.9579755987347492
mmlu-pro,0.0,0.001,0.175,0.05,71,2105,2072.796142578125,0.0418019853532314,0.9552643470402168
mmlu-pro,0.0,0.001,0.175,0.05,72,2105,2071.862060546875,0.0417475029826164,0.947582467239042
mmlu-pro,0.0,0.001,0.175,0.05,73,2105,2071.540771484375,0.0416848957538604,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,74,2105,2071.7626953125,0.0418915674090385,0.9570718481699052
mmlu-pro,0.0,0.001,0.175,0.05,75,2105,2072.3681640625,0.0419422127306461,0.9584274740171712
mmlu-pro,0.0,0.001,0.175,0.05,76,2105,2071.58740234375,0.0418384596705436,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,77,2105,2071.905029296875,0.0418712086975574,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.05,78,2105,2071.57421875,0.041930790990591,0.9543605964753727
mmlu-pro,0.0,0.001,0.175,0.05,79,2105,2072.017578125,0.0419496335089206,0.947582467239042
mmlu-pro,0.0,0.001,0.175,0.05,80,2105,2073.05419921875,0.0417573824524879,0.9426118391323997
mmlu-pro,0.0,0.001,0.175,0.05,81,2105,2072.234375,0.041803304105997,0.9521012200632626
mmlu-pro,0.0,0.001,0.175,0.05,82,2105,2072.3642578125,0.041662111878395,0.9417080885675554
mmlu-pro,0.0,0.001,0.175,0.05,83,2105,2072.908203125,0.0417394191026687,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.05,84,2105,2071.6044921875,0.0416742600500583,0.9543605964753727
mmlu-pro,0.0,0.001,0.175,0.05,85,2105,2072.910400390625,0.0417960919439792,0.9552643470402168
mmlu-pro,0.0,0.001,0.175,0.05,86,2105,2073.449951171875,0.0418935306370258,0.9552643470402168
mmlu-pro,0.0,0.001,0.175,0.05,87,2105,2071.4189453125,0.0415567569434642,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.05,88,2105,2072.38134765625,0.0417927354574203,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.05,89,2105,2072.092529296875,0.0417680963873863,0.9579755987347492
mmlu-pro,0.0,0.001,0.175,0.05,90,2105,2071.620361328125,0.0418151542544364,0.9588793492995934
mmlu-pro,0.0,0.001,0.175,0.05,91,2105,2071.625732421875,0.0419441424310207,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.05,92,2105,2071.66015625,0.0416926071047782,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.05,93,2105,2072.59814453125,0.0417351983487606,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.05,94,2105,2071.6064453125,0.0417817682027816,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.05,95,2105,2071.958251953125,0.041623517870903,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.05,96,2105,2070.739990234375,0.0415015257894992,0.946226841391776
mmlu-pro,0.0,0.001,0.175,0.05,97,2105,2072.403564453125,0.0418551228940486,0.9570718481699052
mmlu-pro,0.0,0.001,0.175,0.05,98,2105,2071.67333984375,0.0416591390967369,0.9530049706281066
mmlu-pro,0.0,0.001,0.175,0.05,99,2105,2072.27880859375,0.0418412126600742,0.9502937189335744
mmlu-pro,0.0,0.001,0.175,0.25,0,2105,2072.7861328125,0.037768680602312,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.25,1,2105,2072.38720703125,0.0377789996564388,0.9421599638499776
mmlu-pro,0.0,0.001,0.175,0.25,2,2105,2072.76220703125,0.037771888077259,0.9584274740171712
mmlu-pro,0.0,0.001,0.175,0.25,3,2105,2072.292236328125,0.0377715751528739,0.9530049706281066
mmlu-pro,0.0,0.001,0.175,0.25,4,2105,2073.57568359375,0.0377681702375412,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.25,5,2105,2072.585205078125,0.0377882421016693,0.9543605964753727
mmlu-pro,0.0,0.001,0.175,0.25,6,2105,2072.4716796875,0.0377775765955448,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.25,7,2105,2073.47314453125,0.0377789251506328,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.25,8,2105,2072.56787109375,0.0378206260502338,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.25,9,2105,2072.214111328125,0.0377347283065319,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.25,10,2105,2072.493896484375,0.0377342402935028,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.25,11,2105,2073.36962890625,0.0377970598638057,0.9484862178038862
mmlu-pro,0.0,0.001,0.175,0.25,12,2105,2071.93359375,0.0377444922924041,0.946226841391776
mmlu-pro,0.0,0.001,0.175,0.25,13,2105,2072.57373046875,0.0377576947212219,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.25,14,2105,2072.256591796875,0.0377373732626438,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.25,15,2105,2071.911865234375,0.0377671085298061,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.25,16,2105,2072.416015625,0.0377709083259105,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,17,2105,2073.330322265625,0.037792008370161,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.25,18,2105,2071.231201171875,0.037710640579462,0.9575237234523272
mmlu-pro,0.0,0.001,0.175,0.25,19,2105,2072.38623046875,0.0378082506358623,0.9453230908269318
mmlu-pro,0.0,0.001,0.175,0.25,20,2105,2072.87255859375,0.0377986803650856,0.9435155896972436
mmlu-pro,0.0,0.001,0.175,0.25,21,2105,2072.61572265625,0.0377560630440712,0.9444193402620876
mmlu-pro,0.0,0.001,0.175,0.25,22,2105,2072.510009765625,0.0377706661820411,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.25,23,2105,2073.60009765625,0.0377710945904254,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.25,24,2105,2072.536865234375,0.0377430766820907,0.9448712155445096
mmlu-pro,0.0,0.001,0.175,0.25,25,2105,2071.984130859375,0.0377363972365856,0.9371893357433349
mmlu-pro,0.0,0.001,0.175,0.25,26,2105,2072.18798828125,0.0377428866922855,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.25,27,2105,2071.430908203125,0.0377337895333766,0.9588793492995934
mmlu-pro,0.0,0.001,0.175,0.25,28,2105,2070.825439453125,0.0377392917871475,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.25,29,2105,2072.983154296875,0.0377318188548088,0.947582467239042
mmlu-pro,0.0,0.001,0.175,0.25,30,2105,2071.4833984375,0.0377613008022308,0.946678716674198
mmlu-pro,0.0,0.001,0.175,0.25,31,2105,2071.94921875,0.037805963307619,0.9502937189335744
mmlu-pro,0.0,0.001,0.175,0.25,32,2105,2072.7568359375,0.0377829819917678,0.9575237234523272
mmlu-pro,0.0,0.001,0.175,0.25,33,2105,2071.488525390625,0.0377399139106273,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,34,2105,2072.685791015625,0.0377652794122695,0.9530049706281066
mmlu-pro,0.0,0.001,0.175,0.25,35,2105,2072.322509765625,0.0377624332904815,0.9430637144148216
mmlu-pro,0.0,0.001,0.175,0.25,36,2105,2072.631591796875,0.0378097258508205,0.94713059195662
mmlu-pro,0.0,0.001,0.175,0.25,37,2105,2071.559326171875,0.0377966053783893,0.9448712155445096
mmlu-pro,0.0,0.001,0.175,0.25,38,2105,2072.377685546875,0.0377771258354187,0.9417080885675554
mmlu-pro,0.0,0.001,0.175,0.25,39,2105,2071.19775390625,0.0377404168248176,0.9615906009941256
mmlu-pro,0.0,0.001,0.175,0.25,40,2105,2072.1083984375,0.0377274788916111,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.25,41,2105,2072.33984375,0.0377856008708477,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.25,42,2105,2073.142822265625,0.0378088988363742,0.9588793492995934
mmlu-pro,0.0,0.001,0.175,0.25,43,2105,2072.58203125,0.0377630554139614,0.9502937189335744
mmlu-pro,0.0,0.001,0.175,0.25,44,2105,2071.755859375,0.0377465486526489,0.9421599638499776
mmlu-pro,0.0,0.001,0.175,0.25,45,2105,2071.81787109375,0.0377461314201355,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.25,46,2105,2071.775390625,0.0377741903066635,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.25,47,2105,2072.091552734375,0.0377641506493091,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.25,48,2105,2071.438232421875,0.0377527177333831,0.9575237234523272
mmlu-pro,0.0,0.001,0.175,0.25,49,2105,2072.579345703125,0.037818145006895,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.25,50,2105,2072.426513671875,0.0377599820494651,0.946226841391776
mmlu-pro,0.0,0.001,0.175,0.25,51,2105,2073.268798828125,0.0378060676157474,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,52,2105,2071.855224609375,0.0377567745745182,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,53,2105,2072.54931640625,0.0377546697854995,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.25,54,2105,2071.747802734375,0.037754476070404,0.9521012200632626
mmlu-pro,0.0,0.001,0.175,0.25,55,2105,2071.76220703125,0.0377528518438339,0.9435155896972436
mmlu-pro,0.0,0.001,0.175,0.25,56,2105,2072.924560546875,0.0377598106861114,0.946678716674198
mmlu-pro,0.0,0.001,0.175,0.25,57,2105,2072.833740234375,0.0377667695283889,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,58,2105,2072.882080078125,0.0378047153353691,0.946678716674198
mmlu-pro,0.0,0.001,0.175,0.25,59,2105,2072.05419921875,0.0377056188881397,0.9548124717577948
mmlu-pro,0.0,0.001,0.175,0.25,60,2105,2072.2783203125,0.0377683974802494,0.9453230908269318
mmlu-pro,0.0,0.001,0.175,0.25,61,2105,2072.468994140625,0.0377819538116455,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.25,62,2105,2072.3095703125,0.0377508290112018,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.25,63,2105,2072.364501953125,0.0377695299685001,0.94713059195662
mmlu-pro,0.0,0.001,0.175,0.25,64,2105,2072.228515625,0.0377721935510635,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.25,65,2105,2072.0166015625,0.0377447940409183,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.25,66,2105,2072.79296875,0.0377735085785388,0.9444193402620876
mmlu-pro,0.0,0.001,0.175,0.25,67,2105,2071.892333984375,0.0377603694796562,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.25,68,2105,2072.30712890625,0.0377101600170135,0.9426118391323997
mmlu-pro,0.0,0.001,0.175,0.25,69,2105,2072.088623046875,0.0377885252237319,0.9448712155445096
mmlu-pro,0.0,0.001,0.175,0.25,70,2105,2072.3203125,0.0377540215849876,0.956168097605061
mmlu-pro,0.0,0.001,0.175,0.25,71,2105,2072.9140625,0.0377589873969554,0.9521012200632626
mmlu-pro,0.0,0.001,0.175,0.25,72,2105,2072.025634765625,0.0377804972231388,0.9525530953456848
mmlu-pro,0.0,0.001,0.175,0.25,73,2105,2071.898681640625,0.0377531722187995,0.948034342521464
mmlu-pro,0.0,0.001,0.175,0.25,74,2105,2071.874755859375,0.0377425476908683,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.25,75,2105,2072.591796875,0.0377807542681694,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.25,76,2105,2071.900634765625,0.0377776250243186,0.94713059195662
mmlu-pro,0.0,0.001,0.175,0.25,77,2105,2072.075927734375,0.0377710089087486,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.25,78,2105,2071.632568359375,0.0377678498625755,0.9552643470402168
mmlu-pro,0.0,0.001,0.175,0.25,79,2105,2072.2177734375,0.0377812311053276,0.9426118391323997
mmlu-pro,0.0,0.001,0.175,0.25,80,2105,2072.996826171875,0.037722360342741,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.25,81,2105,2072.166748046875,0.0377306528389453,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.25,82,2105,2072.504638671875,0.0377624817192554,0.9421599638499776
mmlu-pro,0.0,0.001,0.175,0.25,83,2105,2073.002685546875,0.0377563312649726,0.9548124717577948
mmlu-pro,0.0,0.001,0.175,0.25,84,2105,2071.554443359375,0.0377212427556514,0.956168097605061
mmlu-pro,0.0,0.001,0.175,0.25,85,2105,2073.063720703125,0.0377480648458004,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,86,2105,2073.66650390625,0.0378081947565078,0.948034342521464
mmlu-pro,0.0,0.001,0.175,0.25,87,2105,2071.523681640625,0.0377481430768966,0.9539087211929508
mmlu-pro,0.0,0.001,0.175,0.25,88,2105,2072.663330078125,0.037776343524456,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.25,89,2105,2072.345703125,0.0377644822001457,0.9534568459105288
mmlu-pro,0.0,0.001,0.175,0.25,90,2105,2071.767578125,0.0377530418336391,0.948034342521464
mmlu-pro,0.0,0.001,0.175,0.25,91,2105,2071.83056640625,0.0377768874168396,0.9530049706281066
mmlu-pro,0.0,0.001,0.175,0.25,92,2105,2071.677734375,0.0377236828207969,0.9435155896972436
mmlu-pro,0.0,0.001,0.175,0.25,93,2105,2072.778076171875,0.0377613455057144,0.947582467239042
mmlu-pro,0.0,0.001,0.175,0.25,94,2105,2071.79345703125,0.0377515256404876,0.9430637144148216
mmlu-pro,0.0,0.001,0.175,0.25,95,2105,2072.0673828125,0.0377340726554393,0.946678716674198
mmlu-pro,0.0,0.001,0.175,0.25,96,2105,2071.0126953125,0.0376950092613697,0.9489380930863082
mmlu-pro,0.0,0.001,0.175,0.25,97,2105,2072.556640625,0.0377522222697734,0.955716222322639
mmlu-pro,0.0,0.001,0.175,0.25,98,2105,2071.64208984375,0.0377309322357177,0.9516493447808404
mmlu-pro,0.0,0.001,0.175,0.25,99,2105,2072.54345703125,0.0377361364662647,0.9498418436511524
mmlu-pro,0.0,0.001,0.175,0.5,0,2105,2073.050048828125,0.0371120423078537,0.938093086308179
mmlu-pro,0.0,0.001,0.175,0.5,1,2105,2072.76123046875,0.037115179002285,0.9453230908269318
mmlu-pro,0.0,0.001,0.175,0.5,2,2105,2073.14404296875,0.0371068231761455,0.9530049706281066
mmlu-pro,0.0,0.001,0.175,0.5,3,2105,2072.771240234375,0.0371202193200588,0.9566199728874832
mmlu-pro,0.0,0.001,0.175,0.5,4,2105,2073.91357421875,0.0371256954967975,0.945774966109354
mmlu-pro,0.0,0.001,0.175,0.5,5,2105,2072.810546875,0.0371254049241542,0.9548124717577948
mmlu-pro,0.0,0.001,0.175,0.5,6,2105,2072.814697265625,0.037127923220396,0.9507455942159964
mmlu-pro,0.0,0.001,0.175,0.5,7,2105,2074.01220703125,0.03712859749794,0.948034342521464
mmlu-pro,0.0,0.001,0.175,0.5,8,2105,2072.7138671875,0.037131305783987,0.946226841391776
mmlu-pro,0.0,0.001,0.175,0.5,9,2105,2072.63525390625,0.0370902307331562,0.9444193402620876
mmlu-pro,0.0,0.001,0.175,0.5,10,2105,2072.437255859375,0.0370957031846046,0.9493899683687302
mmlu-pro,0.0,0.001,0.175,0.5,11,2105,2073.85400390625,0.0371293127536773,0.9511974694984184
mmlu-pro,0.0,0.001,0.175,0.5,12,2105,2072.064208984375,0.037100002169609,0.9426118391323997
mmlu-pro,0.0,0.001,0.175,0.5,13,2105,2072.779052734375,0.0371267348527908,0.9502937189335744
