dataset,n_full_obs,mcar_obs_prob,K,lmbda,split,train_loss,val_loss,train_acc,val_acc
mmlu-pro,0.0,0.01,8,0.0001,2,0.0006639581988565,4.940639495849609,0.9999941340716582,0.6558085230589609
mmlu-pro,0.0,0.01,8,1e-05,2,0.0006601998466067,4.948200702667236,0.9999941340716582,0.6557618213660246
mmlu-pro,0.0,0.01,16,10.0,2,0.6470630764961243,0.6527948379516602,0.8169947675919191,0.7837011091652072
mmlu-pro,0.0,0.01,16,1.0,2,0.0615668818354606,0.6285924315452576,1.0,0.7390075890251021
mmlu-pro,0.0,0.01,16,0.1,2,0.0023101775441318,1.8119746446609497,1.0,0.670122591943958
mmlu-pro,0.0,0.01,16,0.01,2,0.0004100194491911,3.373523235321045,1.0,0.590122591943958
mmlu-pro,0.0,0.01,16,0.001,2,0.0002144940663129,3.986478567123413,1.0,0.5788674839462931
mmlu-pro,0.0,0.01,16,0.0001,2,0.0001973425678443,4.06223726272583,1.0,0.5779334500875657
mmlu-pro,0.0,0.01,16,1e-05,2,0.0001956604392034,4.069990158081055,1.0,0.5777466433158202
mmlu-pro,0.0,0.01,32,10.0,2,0.6085842251777649,0.6194241046905518,0.8191006358666323,0.7854991243432574
mmlu-pro,0.0,0.01,32,1.0,2,0.0286386087536811,0.5948846340179443,1.0,0.7485814360770577
mmlu-pro,0.0,0.01,32,0.1,2,0.0013158190995454,1.4562129974365234,1.0,0.647962638645651
mmlu-pro,0.0,0.01,32,0.01,2,0.0002641284081619,3.360097169876098,1.0,0.5223584354932866
mmlu-pro,0.0,0.01,32,0.001,2,0.0001292543456656,4.0127410888671875,1.0,0.5171978984238179
mmlu-pro,0.0,0.01,32,0.0001,2,0.0001174290227936,4.0935282707214355,1.0,0.5168476357267952
mmlu-pro,0.0,0.01,32,1e-05,2,0.0001162710250355,4.101803779602051,1.0,0.5167775831873905
mmlu-pro,0.0,0.01,64,10.0,2,0.5424430966377258,0.5662252902984619,0.8337595907928389,0.7930180969060129
mmlu-pro,0.0,0.01,64,1.0,2,0.0157911796122789,0.5591062307357788,1.0,0.7614244016345593
mmlu-pro,0.0,0.01,64,0.1,2,0.0010342266177758,1.1489737033843994,1.0,0.6343490951546994
mmlu-pro,0.0,0.01,64,0.01,2,0.0001955649931915,3.234904527664185,1.0,0.5053356684179802
mmlu-pro,0.0,0.01,64,0.001,2,8.646758942632005e-05,4.020869255065918,1.0,0.5029772329246935
mmlu-pro,0.0,0.01,64,0.0001,2,7.73984647821635e-05,4.11942720413208,1.0,0.5029772329246935
mmlu-pro,0.0,0.01,64,1e-05,2,7.651759369764477e-05,4.1295318603515625,1.0,0.5030005837711617
mmlu-pro,0.0,0.01,8,10.0,3,0.6701814532279968,0.6728200912475586,0.8124483516483516,0.7805323835411004
mmlu-pro,0.0,0.01,8,1.0,3,0.1442764550447464,0.5868988633155823,0.983425641025641,0.7507264035992127
mmlu-pro,0.0,0.01,8,0.1,3,0.0064861392602324,2.4632885456085205,1.0,0.6819523854156904
mmlu-pro,0.0,0.01,8,0.01,3,0.0011405495461076,4.33497953414917,0.9999941391941392,0.657653013403318
mmlu-pro,0.0,0.01,8,0.001,3,0.0006909097428433,4.945084571838379,1.0,0.6541381572780954
mmlu-pro,0.0,0.01,8,0.0001,3,0.0006498499424196,5.018804550170898,1.0,0.6536226450463961
mmlu-pro,0.0,0.01,8,1e-05,3,0.0006458383286371,5.0263261795043945,1.0,0.653599212672228
mmlu-pro,0.0,0.01,16,10.0,3,0.6481828689575195,0.6534976363182068,0.814915750915751,0.7829224857062518
mmlu-pro,0.0,0.01,16,1.0,3,0.0615158975124359,0.6301208138465881,1.0,0.7405098884618989
mmlu-pro,0.0,0.01,16,0.1,3,0.0023167172912508,1.8402388095855713,1.0,0.6660886681038523
mmlu-pro,0.0,0.01,16,0.01,3,0.0004150005115661,3.46356201171875,1.0,0.5819430124660231
mmlu-pro,0.0,0.01,16,0.001,3,0.0002176484267693,4.090358734130859,1.0,0.5711875527228418
mmlu-pro,0.0,0.01,16,0.0001,3,0.0002003053523367,4.1675801277160645,1.0,0.570273690130284
mmlu-pro,0.0,0.01,16,1e-05,3,0.0001986029528779,4.175479412078857,1.0,0.570133095885275
mmlu-pro,0.0,0.01,32,10.0,3,0.6084290742874146,0.6190985441207886,0.8193113553113553,0.7858749648514387
mmlu-pro,0.0,0.01,32,1.0,3,0.0285725779831409,0.5939195156097412,1.0,0.7507967007217171
mmlu-pro,0.0,0.01,32,0.1,3,0.0013029357651248,1.453890085220337,1.0,0.6487487112194208
mmlu-pro,0.0,0.01,32,0.01,3,0.0002652443945407,3.399280309677124,1.0,0.518183522354485
mmlu-pro,0.0,0.01,32,0.001,3,0.0001298371789744,4.061809062957764,1.0,0.5105211360014996
mmlu-pro,0.0,0.01,32,0.0001,3,0.000117962306831,4.143864631652832,1.0,0.51026337988565
mmlu-pro,0.0,0.01,32,1e-05,3,0.0001167999580502,4.152270317077637,1.0,0.5102399475114818
mmlu-pro,0.0,0.01,64,10.0,3,0.5440189242362976,0.5671550631523132,0.8325098901098901,0.7925766238635299
mmlu-pro,0.0,0.01,64,1.0,3,0.0157699678093194,0.5539839863777161,1.0,0.7618802137032524
mmlu-pro,0.0,0.01,64,0.1,3,0.0010292599909007,1.143541932106018,1.0,0.6367279032711595
mmlu-pro,0.0,0.01,64,0.01,3,0.0001948504359461,3.2158777713775635,1.0,0.5084825194488706
mmlu-pro,0.0,0.01,64,0.001,3,8.617657294962555e-05,3.9985742568969727,1.0,0.5074983597338082
mmlu-pro,0.0,0.01,64,0.0001,3,7.714054663665593e-05,4.096683979034424,1.0,0.5074983597338082
mmlu-pro,0.0,0.01,64,1e-05,3,7.626286969752982e-05,4.1067423820495605,1.0,0.5074280626113038
mmlu-pro,0.0,0.01,8,10.0,4,0.66841059923172,0.6716403365135193,0.8146000821548032,0.7795807978363759
mmlu-pro,0.0,0.01,8,1.0,4,0.1445242315530777,0.5903641581535339,0.9840326271932398,0.746287099857779
mmlu-pro,0.0,0.01,8,0.1,4,0.0064400420524179,2.4971938133239746,1.0,0.6773215826163997
mmlu-pro,0.0,0.01,8,0.01,4,0.001115757972002,4.479777812957764,0.999994131799777,0.6515352871231727
mmlu-pro,0.0,0.01,8,0.001,4,0.0006693320465274,5.130548477172852,1.0,0.6477116411368352
mmlu-pro,0.0,0.01,8,0.0001,4,0.0006315212813206,5.209012508392334,1.0,0.6471054533585134
mmlu-pro,0.0,0.01,8,1e-05,4,0.000627800647635,5.217021942138672,1.0,0.6469888787857593
mmlu-pro,0.0,0.01,16,10.0,4,0.6480315327644348,0.6537068486213684,0.8136259609177865,0.7794642232636217
mmlu-pro,0.0,0.01,16,1.0,4,0.0610573291778564,0.619637131690979,0.999994131799777,0.7419272108367723
mmlu-pro,0.0,0.01,16,0.1,4,0.002293981378898,1.8322539329528809,1.0,0.6668765008976242
mmlu-pro,0.0,0.01,16,0.01,4,0.0004133813781663,3.468165397644043,1.0,0.5856007087734023
mmlu-pro,0.0,0.01,16,0.001,4,0.0002169788058381,4.095091342926025,1.0,0.5740131962416358
mmlu-pro,0.0,0.01,16,0.0001,4,0.0001997018844122,4.172391891479492,1.0,0.5728474505140939
mmlu-pro,0.0,0.01,16,1e-05,4,0.0001980069209821,4.180300712585449,1.0,0.5725676715394838
mmlu-pro,0.0,0.01,32,10.0,4,0.6083496809005737,0.619659423828125,0.8179390880816854,0.782728311300739
mmlu-pro,0.0,0.01,32,1.0,4,0.0285722501575946,0.6029754281044006,1.0,0.7461938401995757
mmlu-pro,0.0,0.01,32,0.1,4,0.0013059176271781,1.4488472938537598,1.0,0.6470355086148609
mmlu-pro,0.0,0.01,32,0.01,4,0.000264734000666,3.400970697402954,1.0,0.5179874565759717
mmlu-pro,0.0,0.01,32,0.001,4,0.0001295378024224,4.06420373916626,1.0,0.5113193910144319
mmlu-pro,0.0,0.01,32,0.0001,4,0.0001176874066004,4.146263122558594,1.0,0.5108997225525168
mmlu-pro,0.0,0.01,32,1e-05,4,0.0001165271314675,4.154669761657715,1.0,0.5109230374670677
mmlu-pro,0.0,0.01,64,10.0,4,0.5418415665626526,0.5669253468513489,0.8347397453201103,0.7914247744282017
mmlu-pro,0.0,0.01,64,1.0,4,0.0157776959240436,0.5597105026245117,1.0,0.7622578163251031
mmlu-pro,0.0,0.01,64,0.1,4,0.0010317052947357,1.1397031545639038,1.0,0.6381758410855424
mmlu-pro,0.0,0.01,64,0.01,4,0.0001955912302946,3.1921401023864746,1.0,0.5072159660534844
mmlu-pro,0.0,0.01,64,0.001,4,8.656687714392319e-05,3.966662645339966,1.0,0.5057238115222308
mmlu-pro,0.0,0.01,64,0.0001,4,7.749823271296918e-05,4.063757419586182,1.0,0.5055372922058241
mmlu-pro,0.0,0.01,64,1e-05,4,7.661554263904691e-05,4.073711395263672,1.0,0.5055372922058241
mmlu-pro,0.0,0.001,8,10.0,0,0.6598188877105713,0.6921161413192749,0.998098520411195,0.5774216356351638
mmlu-pro,0.0,0.001,8,1.0,0,0.0405042469501495,0.8587464094161987,1.0,0.544661795899128
mmlu-pro,0.0,0.001,8,0.1,0,0.0012348571326583,1.4240236282348633,1.0,0.4946971482441669
mmlu-pro,0.0,0.001,8,0.01,0,0.0002074895892292,2.254769086837769,1.0,0.5001178411501296
mmlu-pro,0.0,0.001,8,0.001,0,9.852120274445042e-05,2.6182854175567627,1.0,0.5012962526514259
mmlu-pro,0.0,0.001,8,0.0001,0,8.910120959626511e-05,2.6651861667633057,1.0,0.5003535234503889
mmlu-pro,0.0,0.001,8,1e-05,0,8.818016067380086e-05,2.670011043548584,1.0,0.5001178411501296
mmlu-pro,0.0,0.001,16,10.0,0,0.6284834146499634,0.6909946799278259,0.9998811575256996,0.586141880744756
mmlu-pro,0.0,0.001,16,1.0,0,0.0202158913016319,0.8095981478691101,1.0,0.5566815932123498
mmlu-pro,0.0,0.001,16,0.1,0,0.0008139261626638,1.258628010749817,1.0,0.4862125854348338
mmlu-pro,0.0,0.001,16,0.01,0,0.0001467674155719,2.166062116622925,1.0,0.4965826066462409
mmlu-pro,0.0,0.001,16,0.001,0,6.674398173345253e-05,2.5849993228912354,1.0,0.4942257836436484
mmlu-pro,0.0,0.001,16,0.0001,0,5.9889163821935654e-05,2.638877868652344,1.0,0.4949328305444261
mmlu-pro,0.0,0.001,16,1e-05,0,5.921741103520617e-05,2.6444201469421387,1.0,0.4949328305444261
mmlu-pro,0.0,0.001,32,10.0,0,0.5685387849807739,0.6875944137573242,1.0,0.6082960169691256
mmlu-pro,0.0,0.001,32,1.0,0,0.01133987121284,0.7984744906425476,1.0,0.5460758897006834
mmlu-pro,0.0,0.001,32,0.1,0,0.0005932815256528,1.0855785608291626,1.0,0.5020032995522036
mmlu-pro,0.0,0.001,32,0.01,0,0.0001085159237845,2.1919496059417725,1.0,0.4989394296488333
mmlu-pro,0.0,0.001,32,0.001,0,4.5613967813551426e-05,2.765960931777954,1.0,0.4963469243459816
mmlu-pro,0.0,0.001,32,0.0001,0,4.044558954774402e-05,2.8389017581939697,1.0,0.4977610181475371
mmlu-pro,0.0,0.001,32,1e-05,0,3.9945723983692005e-05,2.846386432647705,1.0,0.4975253358472778
mmlu-pro,0.0,0.001,64,10.0,0,0.4648785591125488,0.6858091354370117,1.0,0.6101814753711996
mmlu-pro,0.0,0.001,64,1.0,0,0.0074717188253998,0.7603946328163147,1.0,0.5564459109120905
mmlu-pro,0.0,0.001,64,0.1,0,0.0004859540786128,0.9498392343521118,1.0,0.4864482677350931
mmlu-pro,0.0,0.001,64,0.01,0,7.604682468809187e-05,2.4801275730133057,1.0,0.4935187367428706
mmlu-pro,0.0,0.001,64,0.001,0,2.602053791633807e-05,3.3237507343292236,1.0,0.4970539712467594
mmlu-pro,0.0,0.001,64,0.0001,0,2.2343914679368027e-05,3.429302215576172,1.0,0.4972896535470186
mmlu-pro,0.0,0.001,64,1e-05,0,2.1993982954882085e-05,3.4401214122772217,1.0,0.4975253358472778
mmlu-pro,0.0,0.001,8,10.0,1,0.6606366634368896,0.6920773386955261,0.99761819697511,0.5820476858345021
mmlu-pro,0.0,0.001,8,1.0,1,0.0406366996467113,0.8597995042800903,1.0,0.5420757363253857
mmlu-pro,0.0,0.001,8,0.1,1,0.0012456510448828,1.4548183679580688,1.0,0.4950911640953717
mmlu-pro,0.0,0.001,8,0.01,1,0.0002076620876323,2.2397782802581787,1.0,0.4974287050023375
mmlu-pro,0.0,0.001,8,0.001,1,9.864982712315395e-05,2.5996482372283936,1.0,0.4948574100046751
mmlu-pro,0.0,0.001,8,0.0001,1,8.922618144424632e-05,2.646123170852661,1.0,0.4957924263674614
mmlu-pro,0.0,0.001,8,1e-05,1,8.830431761452928e-05,2.650906801223755,1.0,0.4953249181860683
mmlu-pro,0.0,0.001,16,10.0,1,0.6287387013435364,0.6911053657531738,0.9998213647731332,0.5906965871902758
mmlu-pro,0.0,0.001,16,1.0,1,0.0202124454081058,0.8308017253875732,1.0,0.5476858345021038
mmlu-pro,0.0,0.001,16,0.1,1,0.0008138825651258,1.2421778440475464,1.0,0.4964936886395512
mmlu-pro,0.0,0.001,16,0.01,1,0.0001464163651689,2.103421211242676,1.0,0.5023375409069659
mmlu-pro,0.0,0.001,16,0.001,1,6.670457514701411e-05,2.516601800918579,1.0,0.5021037868162693
mmlu-pro,0.0,0.001,16,0.0001,1,5.9866019000764936e-05,2.569613456726074,1.0,0.5021037868162693
mmlu-pro,0.0,0.001,16,1e-05,1,5.919882096350193e-05,2.5750601291656494,1.0,0.5023375409069659
mmlu-pro,0.0,0.001,32,10.0,1,0.5685532093048096,0.6876188516616821,1.0,0.6084618980832165
mmlu-pro,0.0,0.001,32,1.0,1,0.0113285360857844,0.7982179522514343,1.0,0.5369331463300607
mmlu-pro,0.0,0.001,32,0.1,1,0.0005923034041188,1.0488001108169556,1.0,0.5009350163627864
mmlu-pro,0.0,0.001,32,0.01,1,0.0001088627468561,2.154965877532959,1.0,0.5116877045348294
mmlu-pro,0.0,0.001,32,0.001,1,4.578028529067524e-05,2.7309460639953613,1.0,0.5128564749883123
mmlu-pro,0.0,0.001,32,0.0001,1,4.06069666496478e-05,2.803884506225586,1.0,0.5116877045348294
mmlu-pro,0.0,0.001,32,1e-05,1,4.01034667447675e-05,2.8113677501678467,1.0,0.5116877045348294
mmlu-pro,0.0,0.001,64,10.0,1,0.4648492038249969,0.684647262096405,1.0,0.6082281439925199
mmlu-pro,0.0,0.001,64,1.0,1,0.0074096708558499,0.7552222609519958,1.0,0.5565684899485741
mmlu-pro,0.0,0.001,64,0.1,1,0.000483803305542,0.9437480568885804,1.0,0.4995324918186068
mmlu-pro,0.0,0.001,64,0.01,1,7.585373532492667e-05,2.551457166671753,1.0,0.4929873772791023
mmlu-pro,0.0,0.001,64,0.001,1,2.597807178972289e-05,3.4223461151123047,1.0,0.4927536231884058
mmlu-pro,0.0,0.001,64,0.0001,1,2.2312389774015173e-05,3.531148910522461,1.0,0.4929873772791023
mmlu-pro,0.0,0.001,64,1e-05,1,2.196030800405424e-05,3.542303562164306,1.0,0.4932211313697989
mmlu-pro,0.0,0.001,8,10.0,2,0.660198986530304,0.6912180781364441,0.9967880085653104,0.5997652582159625
mmlu-pro,0.0,0.001,8,1.0,2,0.0406273901462554,0.8419178128242493,1.0,0.5593896713615023
mmlu-pro,0.0,0.001,8,0.1,2,0.0012380809057503,1.451179265975952,1.0,0.5077464788732394
mmlu-pro,0.0,0.001,8,0.01,2,0.0002103932056343,2.219956636428833,1.0,0.5065727699530517
mmlu-pro,0.0,0.001,8,0.001,2,0.0001000890188151,2.566953182220459,1.0,0.5084507042253521
mmlu-pro,0.0,0.001,8,0.0001,2,9.054751717485487e-05,2.6118834018707275,1.0,0.5077464788732394
mmlu-pro,0.0,0.001,8,1e-05,2,8.961790445027873e-05,2.616511106491089,1.0,0.5077464788732394
mmlu-pro,0.0,0.001,16,10.0,2,0.6278403401374817,0.689208984375,0.9993457054484892,0.6223004694835681
mmlu-pro,0.0,0.001,16,1.0,2,0.0200656130909919,0.8202884793281555,1.0,0.5553990610328638
mmlu-pro,0.0,0.001,16,0.1,2,0.0008036398212425,1.2468698024749756,1.0,0.5039906103286385
mmlu-pro,0.0,0.001,16,0.01,2,0.0001450978161301,2.1746675968170166,1.0,0.4934272300469484
mmlu-pro,0.0,0.001,16,0.001,2,6.611683056689799e-05,2.6081624031066895,1.0,0.4946009389671361
mmlu-pro,0.0,0.001,16,0.0001,2,5.934012369834818e-05,2.663729190826416,1.0,0.4948356807511737
mmlu-pro,0.0,0.001,16,1e-05,2,5.8678426285041496e-05,2.6694414615631104,1.0,0.4943661971830986
mmlu-pro,0.0,0.001,32,10.0,2,0.568438708782196,0.6876400113105774,1.0,0.6070422535211267
mmlu-pro,0.0,0.001,32,1.0,2,0.0113650895655155,0.7961413264274597,1.0,0.5570422535211268
mmlu-pro,0.0,0.001,32,0.1,2,0.0005944579024799,1.0511292219161987,1.0,0.5103286384976525
mmlu-pro,0.0,0.001,32,0.01,2,0.0001092989841708,2.101285457611084,1.0,0.5096244131455399
mmlu-pro,0.0,0.001,32,0.001,2,4.59986986243166e-05,2.6560864448547363,1.0,0.5056338028169014
mmlu-pro,0.0,0.001,32,0.0001,2,4.08018495363649e-05,2.7265214920043945,1.0,0.5068075117370892
mmlu-pro,0.0,0.001,32,1e-05,2,4.0300477849086747e-05,2.733748435974121,1.0,0.5068075117370892
mmlu-pro,0.0,0.001,64,10.0,2,0.4648627638816833,0.6850113868713379,1.0,0.607981220657277
mmlu-pro,0.0,0.001,64,1.0,2,0.0074956924654543,0.7510071992874146,1.0,0.5607981220657277
mmlu-pro,0.0,0.001,64,0.1,2,0.0004919742350466,0.9448375105857848,1.0,0.5129107981220657
mmlu-pro,0.0,0.001,64,0.01,2,7.675039523746818e-05,2.397221326828003,1.0,0.5145539906103287
mmlu-pro,0.0,0.001,64,0.001,2,2.6294650524505417e-05,3.20779800415039,1.0,0.5131455399061032
mmlu-pro,0.0,0.001,64,0.0001,2,2.2582822566619143e-05,3.30928111076355,1.0,0.5131455399061032
mmlu-pro,0.0,0.001,64,1e-05,2,2.2231235561775975e-05,3.3196799755096436,1.0,0.5129107981220657
mmlu-pro,0.0,0.001,8,10.0,3,0.6603771448135376,0.6921004056930542,0.997582404622914,0.5737904206175541
mmlu-pro,0.0,0.001,8,1.0,3,0.0405512973666191,0.8663590550422668,1.0,0.549720398735716
mmlu-pro,0.0,0.001,8,0.1,3,0.001235372503288,1.4759180545806885,1.0,0.4814004376367615
mmlu-pro,0.0,0.001,8,0.01,3,0.0002078297693515,2.324413299560547,1.0,0.4920982251398006
mmlu-pro,0.0,0.001,8,0.001,3,9.86405066214502e-05,2.692042350769043,1.0,0.4882081205932409
mmlu-pro,0.0,0.001,8,0.0001,3,8.92114985617809e-05,2.7394702434539795,1.0,0.4891806467298809
mmlu-pro,0.0,0.001,8,1e-05,3,8.829116995912045e-05,2.7443478107452393,1.0,0.4891806467298809
mmlu-pro,0.0,0.001,16,10.0,3,0.6292198300361633,0.6907886862754822,0.999882068518191,0.5951859956236324
mmlu-pro,0.0,0.001,16,1.0,3,0.0202369671314954,0.8342811465263367,1.0,0.5494772672015561
mmlu-pro,0.0,0.001,16,0.1,3,0.0008219406590797,1.218490481376648,1.0,0.4957451981522003
mmlu-pro,0.0,0.001,16,0.01,3,0.0001464828819734,2.123164653778076,1.0,0.4928276197422805
mmlu-pro,0.0,0.001,16,0.001,3,6.663233216386288e-05,2.5433645248413086,1.0,0.4952589350838803
mmlu-pro,0.0,0.001,16,0.0001,3,5.979627530905418e-05,2.5973870754241943,1.0,0.4952589350838803
mmlu-pro,0.0,0.001,16,1e-05,3,5.912942287977785e-05,2.6029348373413086,1.0,0.4950158035497204
mmlu-pro,0.0,0.001,32,10.0,3,0.5690426826477051,0.6889380216598511,1.0,0.6051543885241916
mmlu-pro,0.0,0.001,32,1.0,3,0.0114267459139227,0.7785631418228149,1.0,0.5645514223194749
mmlu-pro,0.0,0.001,32,0.1,3,0.0005973288789391,1.0772042274475098,1.0,0.5013372234378799
mmlu-pro,0.0,0.001,32,0.01,3,0.0001096397463697,2.14347243309021,1.0,0.4989059080962801
mmlu-pro,0.0,0.001,32,0.001,3,4.611529584508389e-05,2.689011573791504,1.0,0.4993921711646
mmlu-pro,0.0,0.001,32,0.0001,3,4.0905451896833256e-05,2.7585132122039795,1.0,0.4993921711646
mmlu-pro,0.0,0.001,32,1e-05,3,4.040008207084611e-05,2.7656469345092773,1.0,0.4993921711646
mmlu-pro,0.0,0.001,64,10.0,3,0.4659247696399688,0.6867731213569641,1.0,0.5959153902261123
mmlu-pro,0.0,0.001,64,1.0,3,0.0074726417660713,0.7515137791633606,1.0,0.5582300024313154
mmlu-pro,0.0,0.001,64,0.1,3,0.0004866920644417,0.9598509073257446,1.0,0.4959883296863603
mmlu-pro,0.0,0.001,64,0.01,3,7.617302617290989e-05,2.4954538345336914,1.0,0.4779965961585217
mmlu-pro,0.0,0.001,64,0.001,3,2.6076400899910368e-05,3.3311338424682617,1.0,0.4787259907610017
mmlu-pro,0.0,0.001,64,0.0001,3,2.2398373403120783e-05,3.435858964920044,1.0,0.4796985168976416
mmlu-pro,0.0,0.001,64,1e-05,3,2.2048026949050836e-05,3.44659423828125,1.0,0.4796985168976416
mmlu-pro,0.0,0.001,8,10.0,4,0.6601861119270325,0.6914898157119751,0.9969811767491416,0.5895165150789852
mmlu-pro,0.0,0.001,8,1.0,4,0.0405774340033531,0.8430866599082947,1.0,0.5495452369554811
mmlu-pro,0.0,0.001,8,0.1,4,0.0012588878162205,1.4230338335037231,1.0,0.5047869794159885
mmlu-pro,0.0,0.001,8,0.01,4,0.0002101288700941,2.24716854095459,1.0,0.5002393489707995
mmlu-pro,0.0,0.001,8,0.001,4,9.9882046924904e-05,2.6105029582977295,1.0,0.501675442795596
mmlu-pro,0.0,0.001,8,0.0001,4,9.035769471665844e-05,2.657353639602661,1.0,0.5007180469123983
mmlu-pro,0.0,0.001,8,1e-05,4,8.942856948124245e-05,2.66217303276062,1.0,0.5004786979415988
mmlu-pro,0.0,0.001,16,10.0,4,0.6290072202682495,0.6908395290374756,0.999940807387238,0.5926280516993777
mmlu-pro,0.0,0.001,16,1.0,4,0.0201946087181568,0.8196724057197571,1.0,0.5421254188606989
mmlu-pro,0.0,0.001,16,0.1,4,0.0008047719020396,1.2382909059524536,1.0,0.4992819530876017
mmlu-pro,0.0,0.001,16,0.01,4,0.0001453858567401,2.1415627002716064,1.0,0.5047869794159885
mmlu-pro,0.0,0.001,16,0.001,4,6.623470108024776e-05,2.5583536624908447,1.0,0.5019147917663954
mmlu-pro,0.0,0.001,16,0.0001,4,5.944589429418557e-05,2.6118524074554443,1.0,0.5004786979415988
mmlu-pro,0.0,0.001,16,1e-05,4,5.878036972717382e-05,2.6173529624938965,1.0,0.5004786979415988
mmlu-pro,0.0,0.001,32,10.0,4,0.5684093236923218,0.6883788704872131,1.0,0.5988511249401628
mmlu-pro,0.0,0.001,32,1.0,4,0.0113529190421104,0.7869590520858765,1.0,0.5473910962182863
mmlu-pro,0.0,0.001,32,0.1,4,0.0005948845646344,1.0779902935028076,1.0,0.5009573958831977
mmlu-pro,0.0,0.001,32,0.01,4,0.000108815052954,2.1457159519195557,1.0,0.4990426041168023
mmlu-pro,0.0,0.001,32,0.001,4,4.570526289171539e-05,2.7050585746765137,1.0,0.4990426041168023
mmlu-pro,0.0,0.001,32,0.0001,4,4.053286829730496e-05,2.7761244773864746,1.0,0.4988032551460029
mmlu-pro,0.0,0.001,32,1e-05,4,4.003309004474431e-05,2.7834126949310303,1.0,0.4985639061752034
mmlu-pro,0.0,0.001,64,10.0,4,0.4655181765556335,0.68611741065979,1.0,0.601244614648157
mmlu-pro,0.0,0.001,64,1.0,4,0.0074330591596663,0.7615270018577576,1.0,0.5438008616562949
mmlu-pro,0.0,0.001,64,0.1,4,0.0004826974764,0.9498188495635986,1.0,0.5093346098611776
mmlu-pro,0.0,0.001,64,0.01,4,7.587639993289486e-05,2.485910654067993,1.0,0.4942556247008138
mmlu-pro,0.0,0.001,64,0.001,4,2.601400228741113e-05,3.337046384811402,1.0,0.4873145045476304
mmlu-pro,0.0,0.001,64,0.0001,4,2.2340718714985996e-05,3.443521499633789,1.0,0.4863571086644327
mmlu-pro,0.0,0.001,64,1e-05,4,2.1989479137118902e-05,3.454412937164306,1.0,0.4861177596936333
mmlu-pro,0.0,0.0001,8,10.0,0,0.6549104452133179,0.693243682384491,1.0,0.6814621409921671
mmlu-pro,0.0,0.0001,8,1.0,0,0.0316155441105365,0.7237434387207031,1.0,0.6788511749347258
mmlu-pro,0.0,0.0001,8,0.1,0,0.0008626417838968,0.7762467265129089,1.0,0.4725848563968668
mmlu-pro,0.0,0.0001,8,0.01,0,0.0001494116295361,1.3758028745651243,1.0,0.4699738903394256
mmlu-pro,0.0,0.0001,8,0.001,0,6.895374826854095e-05,1.6941109895706177,1.0,0.4699738903394256
mmlu-pro,0.0,0.0001,8,0.0001,0,6.20240971329622e-05,1.7343626022338867,1.0,0.4673629242819843
mmlu-pro,0.0,0.0001,8,1e-05,0,6.133811257313937e-05,1.738486886024475,1.0,0.4673629242819843
mmlu-pro,0.0,0.0001,16,10.0,0,0.6171926259994507,0.6929002404212952,1.0,0.6919060052219321
mmlu-pro,0.0,0.0001,16,1.0,0,0.0162881892174482,0.695227861404419,1.0,0.6892950391644909
mmlu-pro,0.0,0.0001,16,0.1,0,0.0004860938643105,0.7523941397666931,1.0,0.5039164490861618
mmlu-pro,0.0,0.0001,16,0.01,0,9.749877790454776e-05,1.457783818244934,1.0,0.5065274151436031
mmlu-pro,0.0,0.0001,16,0.001,0,4.3134834413649514e-05,1.84759521484375,1.0,0.5065274151436031
mmlu-pro,0.0,0.0001,16,0.0001,0,3.8466321711894125e-05,1.896933317184448,1.0,0.5039164490861618
mmlu-pro,0.0,0.0001,16,1e-05,0,3.802913488470949e-05,1.9019957780838013,1.0,0.5039164490861618
mmlu-pro,0.0,0.0001,32,10.0,0,0.550184428691864,0.6932461857795715,1.0,0.6814621409921671
mmlu-pro,0.0,0.0001,32,1.0,0,0.0092579023912549,0.7148630619049072,1.0,0.6736292428198434
mmlu-pro,0.0,0.0001,32,0.1,0,0.000310451927362,0.7100117802619934,1.0,0.5169712793733682
mmlu-pro,0.0,0.0001,32,0.01,0,7.078592898324132e-05,1.5626015663146973,1.0,0.5117493472584856
mmlu-pro,0.0,0.0001,32,0.001,0,2.8027325242874213e-05,2.0534045696258545,1.0,0.5091383812010444
mmlu-pro,0.0,0.0001,32,0.0001,0,2.4603354177088477e-05,2.114981889724731,1.0,0.5091383812010444
mmlu-pro,0.0,0.0001,32,1e-05,0,2.4264560124720447e-05,2.121272325515747,1.0,0.5091383812010444
mmlu-pro,0.0,0.0001,64,10.0,0,0.438920259475708,0.6939354538917542,1.0,0.6762402088772846
mmlu-pro,0.0,0.0001,64,1.0,0,0.00612766854465,0.7053109407424927,1.0,0.6840731070496083
mmlu-pro,0.0,0.0001,64,0.1,0,0.0002295074664289,0.7355945706367493,1.0,0.5326370757180157
mmlu-pro,0.0,0.0001,64,0.01,0,4.5137574488762766e-05,2.0378963947296143,1.0,0.5195822454308094
mmlu-pro,0.0,0.0001,64,0.001,0,1.0152781214856075e-05,2.7850565910339355,1.0,0.5169712793733682
mmlu-pro,0.0,0.0001,64,0.0001,0,8.126532520691399e-06,2.87809419631958,1.0,0.5169712793733682
mmlu-pro,0.0,0.0001,64,1e-05,0,7.939540410006884e-06,2.88761305809021,1.0,0.5169712793733682
mmlu-pro,0.0,0.0001,8,10.0,1,0.6549078226089478,0.6931276321411133,1.0,0.6793893129770993
