dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,31,1196,1158.9466552734375,0.0324609652161598,0.9471066907775768,4.318888858839482
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,32,1196,1159.0299072265625,0.0325345881283283,0.9416817359855334,4.302324153032675
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,33,1196,1159.8359375,0.0323872044682502,0.9425858951175408,4.334901375267122
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,34,1196,1159.4385986328125,0.0324642695486545,0.9471066907775768,4.3202590667739695
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,35,1196,1159.386962890625,0.0324659869074821,0.9547920433996384,4.317451818689377
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,36,1196,1159.5819091796875,0.0324568748474121,0.945750452079566,4.320177892125976
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,37,1196,1159.4747314453125,0.0324349775910377,0.9584086799276672,4.329736670779415
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,38,1196,1159.6817626953125,0.0324829779565334,0.948010849909584,4.310567283465377
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,39,1196,1159.2178955078125,0.0324191264808177,0.9489150090415912,4.322139231299814
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,40,1196,1159.8463134765625,0.0324295200407505,0.9520795660036168,4.325840600271385
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,41,1196,1159.12890625,0.0324629768729209,0.9507233273056056,4.318547250536717
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,42,1196,1160.211181640625,0.0325340926647186,0.948010849909584,4.304783095202025
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,43,1196,1159.77490234375,0.0324791260063648,0.9556962025316456,4.314748412172004
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,44,1196,1159.21337890625,0.0323460362851619,0.943490054249548,4.349093428096837
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,45,1196,1159.5135498046875,0.0325401462614536,0.948010849909584,4.29985457508845
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,46,1196,1159.546142578125,0.0324961170554161,0.9425858951175408,4.307745549839595
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,47,1196,1158.9254150390625,0.0324956700205802,0.950271247739602,4.306780089961415
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,48,1196,1159.1568603515625,0.0324642769992351,0.9484629294755876,4.314389788127884
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,49,1196,1159.5596923828125,0.032490037381649,0.9556962025316456,4.312518420703987
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,50,1196,1159.2916259765625,0.0324612408876419,0.9425858951175408,4.3196970228575164
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,51,1196,1159.344970703125,0.0324466153979301,0.9448462929475588,4.321761741240758
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,52,1196,1159.4033203125,0.0324142687022686,0.9403254972875226,4.333711718391575
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,53,1196,1159.8304443359375,0.0325426645576953,0.9462025316455696,4.293190850056066
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,54,1196,1159.09814453125,0.0324821807444095,0.9507233273056056,4.307304000589457
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,55,1196,1159.5791015625,0.032493095844984,0.951627486437613,4.308960745474236
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,56,1196,1160.4376220703125,0.0324370115995407,0.9462025316455696,4.31874889440887
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,57,1196,1159.4407958984375,0.032491710036993,0.9489150090415912,4.308376336212435
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,58,1196,1159.253662109375,0.032452292740345,0.9430379746835442,4.329473178780556
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,59,1196,1159.448486328125,0.0324756503105163,0.948010849909584,4.318660846748709
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,60,1196,1159.4869384765625,0.032454639673233,0.9439421338155516,4.316612859106671
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,61,1196,1159.5660400390625,0.0325360633432865,0.9520795660036168,4.304268288958085
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,62,1196,1159.552001953125,0.0324107445776462,0.9547920433996384,4.326406961871356
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,63,1196,1159.98876953125,0.0324283577501773,0.9412296564195298,4.321017912207027
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,64,1196,1159.924072265625,0.0324755795300006,0.9462025316455696,4.31761940094292
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,65,1196,1159.359375,0.0324161723256111,0.9498191681735986,4.327157296414185
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,66,1196,1159.7762451171875,0.0324430465698242,0.9466546112115732,4.321617357637387
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,67,1196,1159.9864501953125,0.0324740931391716,0.9421338155515372,4.310897736238462
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,68,1196,1159.9005126953125,0.0323882028460502,0.9462025316455696,4.334341024420742
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,69,1196,1159.4630126953125,0.0324809178709983,0.950271247739602,4.30700387756967
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,70,1196,1159.29345703125,0.0324407368898391,0.9493670886075948,4.32677380522525
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,71,1196,1160.186767578125,0.0324701555073261,0.9525316455696202,4.31880926932883
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,72,1196,1159.9638671875,0.0324900634586811,0.9448462929475588,4.313488750299005
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,73,1196,1159.0411376953125,0.0324844643473625,0.9484629294755876,4.309829980089625
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,74,1196,1159.228759765625,0.0324631556868553,0.9534358047016276,4.316126736973258
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,75,1196,1159.7025146484375,0.0325144529342651,0.9534358047016276,4.302143102419715
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,76,1196,1159.7098388671875,0.0324930548667907,0.9493670886075948,4.3156816985313595
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,77,1196,1159.5958251953125,0.0324700288474559,0.9475587703435804,4.313725861607855
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,78,1196,1159.4312744140625,0.0325469970703125,0.9452983725135624,4.295305742861148
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,79,1196,1159.8494873046875,0.0324437320232391,0.9584086799276672,4.323073307708661
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,80,1196,1159.8056640625,0.0324514992535114,0.9462025316455696,4.316097444685442
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,81,1196,1159.3643798828125,0.0324456505477428,0.9493670886075948,4.313739963648011
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,82,1196,1159.119384765625,0.0324808806180954,0.9462025316455696,4.310671531669119
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,83,1196,1159.41455078125,0.0324971862137317,0.953887884267631,4.308063579254673
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,84,1196,1159.6844482421875,0.0324371345341205,0.9471066907775768,4.322273050548467
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,85,1196,1159.7613525390625,0.0325256697833538,0.9561482820976492,4.306636423811972
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,86,1196,1160.046142578125,0.0325600504875183,0.938517179023508,4.294872255727787
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,87,1196,1159.021728515625,0.0324110724031925,0.9529837251356238,4.331283012832224
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,88,1196,1159.649169921875,0.0325310267508029,0.943490054249548,4.29754782232863
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,89,1196,1159.618896484375,0.0324710868299007,0.9462025316455696,4.310912766863764
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,90,1196,1159.3892822265625,0.0324263200163841,0.9507233273056056,4.33140148862239
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,91,1196,1159.283447265625,0.0324040278792381,0.9493670886075948,4.335514873372633
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,92,1196,1159.0968017578125,0.0324358455836772,0.9534358047016276,4.327110736921292
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,93,1196,1159.5118408203125,0.032500822097063,0.943490054249548,4.309289470011639
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,94,1196,1159.1763916015625,0.0325464680790901,0.9520795660036168,4.298039105292384
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,95,1196,1159.443115234375,0.0323911160230636,0.9443942133815552,4.332369200290634
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,96,1196,1159.241943359375,0.0323841869831085,0.9412296564195298,4.332383311715982
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,97,1196,1160.12890625,0.03245609998703,0.950271247739602,4.314196801872582
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,98,1196,1159.198486328125,0.0324265882372856,0.950271247739602,4.323010476093219
bbh+gpqa+ifeval+math+musr,,1.0,0.125,0.5,99,1196,1159.4232177734375,0.0324707925319671,0.9507233273056056,4.313452424016601
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,0,1436,1393.540283203125,0.0284117516130208,0.945750452079566,4.5592443614550415
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,1,1436,1393.290283203125,0.0284079778939485,0.9511754068716094,4.5606142484311265
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,2,1436,1393.4381103515625,0.0283171851187944,0.9561482820976492,4.591257034851756
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,3,1436,1393.5076904296875,0.0283689275383949,0.950271247739602,4.578701557379574
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,4,1436,1393.255859375,0.0285327769815921,0.9475587703435804,4.53199560751068
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,5,1436,1393.643798828125,0.0283825732767581,0.9412296564195298,4.574790639519321
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,6,1436,1393.2744140625,0.0283475257456302,0.9466546112115732,4.579966537561088
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,7,1436,1393.98779296875,0.0283882077783346,0.950271247739602,4.574177070795903
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,8,1436,1394.1446533203125,0.0284161120653152,0.9466546112115732,4.5562757925985204
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,9,1436,1393.7314453125,0.0283484514802694,0.9511754068716094,4.576476679703929
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,10,1436,1393.3106689453125,0.0284124445170164,0.945750452079566,4.558270061838547
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,11,1436,1393.4661865234375,0.028369141742587,0.951627486437613,4.57316834129193
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,12,1436,1393.5628662109375,0.0284216627478599,0.943490054249548,4.556382965637738
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,13,1436,1393.771240234375,0.0283962916582822,0.945750452079566,4.572867394442258
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,14,1436,1392.7491455078125,0.0283618122339248,0.950271247739602,4.57155140195049
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,15,1436,1393.4263916015625,0.0284445248544216,0.9529837251356238,4.54776333377687
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,16,1436,1393.595458984375,0.0283711981028318,0.9489150090415912,4.576364105952503
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,17,1436,1393.906005859375,0.0284658409655094,0.9529837251356238,4.542716972999265
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,18,1436,1393.0028076171875,0.0283937957137823,0.9547920433996384,4.5619732997032285
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,19,1436,1393.6153564453125,0.0285122897475957,0.9475587703435804,4.533898104081027
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,20,1436,1393.7486572265625,0.0284430980682373,0.959764918625678,4.556124473024013
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,21,1436,1393.63525390625,0.0284513123333454,0.9507233273056056,4.54987201607303
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,22,1436,1393.5,0.0284015741199255,0.9403254972875226,4.565422226014074
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,23,1436,1394.063720703125,0.0284566693007946,0.9534358047016276,4.55094362107905
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,24,1436,1393.3472900390625,0.0284293424338102,0.9443942133815552,4.5581512140516125
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,25,1436,1392.8468017578125,0.0283588394522666,0.9380650994575044,4.575953797977627
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,26,1436,1392.970703125,0.0283311810344457,0.9452983725135624,4.586674018770688
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,27,1436,1393.325927734375,0.0283730123192071,0.950271247739602,4.5715198179454575
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,28,1436,1392.87841796875,0.0283582508563995,0.9489150090415912,4.574012779796249
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,29,1436,1393.3892822265625,0.0284207165241241,0.9534358047016276,4.556176582476803
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,30,1436,1392.759033203125,0.0284524094313383,0.9507233273056056,4.543063370403291
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,31,1436,1393.17138671875,0.028423236683011,0.9452983725135624,4.5552248842929375
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,32,1436,1393.0185546875,0.0284938644617795,0.9475587703435804,4.537289733283839
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,33,1436,1393.40283203125,0.0283467508852481,0.9511754068716094,4.579231464769354
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,34,1436,1393.3255615234375,0.028417145833373,0.9561482820976492,4.562792231295607
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,35,1436,1393.26220703125,0.0284244865179061,0.9498191681735986,4.556899965576324
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,36,1436,1394.04296875,0.0284369029104709,0.9489150090415912,4.556680208843021
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,37,1436,1393.34130859375,0.0284165740013122,0.9489150090415912,4.564834931395779
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,38,1436,1393.5352783203125,0.0284310299903154,0.950271247739602,4.5523404490817665
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,39,1436,1393.10400390625,0.0283440630882978,0.9421338155515372,4.57495854014911
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,40,1436,1393.4163818359375,0.0283751487731933,0.9534358047016276,4.570586120109685
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,41,1436,1393.217529296875,0.0284718051552772,0.9471066907775768,4.540595396195401
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,42,1436,1394.1934814453125,0.0284496489912271,0.9493670886075948,4.555524948288001
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,43,1436,1393.6519775390625,0.0284224580973386,0.950271247739602,4.5580876640059484
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,44,1436,1393.143310546875,0.0283448360860347,0.9448462929475588,4.580158442806014
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,45,1436,1393.0177001953125,0.0284663382917642,0.9421338155515372,4.5427339666266215
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,46,1436,1393.522216796875,0.028497764840722,0.9452983725135624,4.5299543085397005
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,47,1436,1392.600341796875,0.0284591186791658,0.9566003616636528,4.5427778210388245
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,48,1436,1392.6881103515625,0.0284283868968486,0.945750452079566,4.552553391565943
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,49,1436,1393.4412841796875,0.0284399464726448,0.9534358047016276,4.553862157247216
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,50,1436,1393.31103515625,0.0283619780093431,0.9466546112115732,4.578005561534738
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,51,1436,1393.1514892578125,0.0284319147467613,0.9520795660036168,4.554948125158963
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,52,1436,1393.3359375,0.0283840633928775,0.943490054249548,4.571591259641148
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,53,1436,1393.50732421875,0.0284494962543249,0.950271247739602,4.545760318712929
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,54,1436,1393.027587890625,0.0284316334873437,0.9489150090415912,4.548807688640743
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,55,1436,1393.2613525390625,0.028422163799405,0.9471066907775768,4.557091894238858
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,56,1436,1394.0989990234375,0.0283866077661514,0.9430379746835442,4.565877690227223
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,57,1436,1392.9720458984375,0.0284539442509412,0.9466546112115732,4.544155575930351
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,58,1436,1393.3929443359375,0.0284144282341003,0.943490054249548,4.567362828402781
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,59,1436,1393.04296875,0.0284352507442235,0.945750452079566,4.555430621267877
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,60,1436,1393.546630859375,0.0284069441258907,0.9430379746835442,4.560721016934991
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,61,1436,1393.1519775390625,0.0284525547176599,0.9534358047016276,4.553592008697359
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,62,1436,1393.485107421875,0.0283726844936609,0.955244122965642,4.565422782137067
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,63,1436,1393.399658203125,0.0283963941037654,0.945750452079566,4.56291159498666
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,64,1436,1393.886962890625,0.0284260958433151,0.9484629294755876,4.558508034368171
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,65,1436,1393.2568359375,0.0284056700766086,0.9529837251356238,4.559904006589849
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,66,1436,1393.51318359375,0.0283534992486238,0.9498191681735986,4.579992053387449
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,67,1436,1393.5452880859375,0.0283970795571804,0.9371609403254972,4.563212538526571
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,68,1436,1393.5411376953125,0.0283486880362033,0.9466546112115732,4.57655773072125
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,69,1436,1393.353515625,0.0284453704953193,0.948010849909584,4.544789944891602
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,70,1436,1393.65869140625,0.0284280125051736,0.9403254972875226,4.557309237624824
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,71,1436,1394.015380859375,0.0284598637372255,0.950271247739602,4.547496606440764
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,72,1436,1393.7613525390625,0.0284847561269998,0.9489150090415912,4.542163401007139
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,73,1436,1392.96923828125,0.0284237973392009,0.9511754068716094,4.553430220206994
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,74,1436,1392.4896240234375,0.0284200478345155,0.955244122965642,4.558791977437643
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,75,1436,1393.36083984375,0.0284324157983064,0.9471066907775768,4.55452865530176
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,76,1436,1393.540771484375,0.0284448526799678,0.9547920433996384,4.555858151033616
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,77,1436,1393.8621826171875,0.0284387618303298,0.9498191681735986,4.548377394759523
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,78,1436,1393.394287109375,0.0284574590623378,0.9511754068716094,4.5466008433087675
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,79,1436,1393.84130859375,0.0283855907618999,0.9602169981916816,4.567063056891965
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,80,1436,1393.435791015625,0.0284334830939769,0.9484629294755876,4.550553237261661
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,81,1436,1393.1297607421875,0.028412390500307,0.9525316455696202,4.5536265914215015
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,82,1436,1392.83642578125,0.028409581631422,0.9525316455696202,4.559161919792708
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,83,1436,1393.0809326171875,0.0284595694392919,0.9489150090415912,4.54370864525912
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,84,1436,1393.5809326171875,0.0283901095390319,0.945750452079566,4.566149901296124
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,85,1436,1393.6175537109375,0.0284892674535512,0.951627486437613,4.538905109856599
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,86,1436,1393.735107421875,0.0284959524869918,0.9389692585895116,4.536462210933876
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,87,1436,1392.3192138671875,0.0284001175314188,0.9462025316455696,4.565771140407666
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,88,1436,1393.72607421875,0.0284153632819652,0.9452983725135624,4.5553943591302355
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,89,1436,1393.5447998046875,0.0284163635224103,0.9471066907775768,4.554444153905061
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,90,1436,1393.134765625,0.0283775813877582,0.9484629294755876,4.572467229631272
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,91,1436,1393.0439453125,0.0283692758530378,0.9471066907775768,4.576667412859362
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,92,1436,1393.1514892578125,0.0284001696854829,0.9525316455696202,4.563558344366013
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,93,1436,1393.3621826171875,0.0284694023430347,0.9489150090415912,4.542783023779509
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,94,1436,1393.0687255859375,0.0284807104617357,0.9511754068716094,4.54180631999454
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,95,1436,1393.3128662109375,0.0283719524741172,0.9452983725135624,4.570892273635896
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,96,1436,1393.0474853515625,0.0283517353236675,0.9430379746835442,4.57295317721239
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,97,1436,1393.88525390625,0.0284125115722417,0.9475587703435804,4.559182440706954
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,98,1436,1392.728759765625,0.0283548105508089,0.945750452079566,4.575136271264445
bbh+gpqa+ifeval+math+musr,,1.0,0.15,0.5,99,1436,1393.4168701171875,0.0284053273499012,0.945750452079566,4.564018588849536
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,0,1675,1626.5330810546875,0.0253518056124448,0.9466546112115732,4.766358861767489
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,1,1675,1626.28662109375,0.0253730323165655,0.9466546112115732,4.759648577601013
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,2,1675,1625.900146484375,0.0252770222723484,0.948010849909584,4.7954071841548
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,3,1675,1626.3056640625,0.0253228414803743,0.9493670886075948,4.782599290475029
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,4,1675,1626.150634765625,0.0254193656146526,0.9543399638336348,4.749037288677102
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,5,1675,1626.35498046875,0.0253327712416648,0.9484629294755876,4.777060311279026
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,6,1675,1626.0411376953125,0.0252951402217149,0.9493670886075948,4.7883718825565476
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,7,1675,1626.84130859375,0.0253631006926298,0.951627486437613,4.768219244768644
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,8,1675,1626.6673583984375,0.0253857132047414,0.9520795660036168,4.7508712175001495
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,9,1675,1626.38525390625,0.0253173019737005,0.9489150090415912,4.774786129761822
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,10,1675,1625.4810791015625,0.0253471191972494,0.9498191681735986,4.766690942065597
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,11,1675,1625.985595703125,0.0253278426826,0.9421338155515372,4.776410712565823
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,12,1675,1626.240966796875,0.0253826454281806,0.9416817359855334,4.75601331176753
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,13,1675,1626.4814453125,0.0253495164215564,0.939873417721519,4.773729126711602
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,14,1675,1625.6533203125,0.0253076571971178,0.9466546112115732,4.7780432728589215
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,15,1675,1626.0257568359375,0.0253518857061862,0.9534358047016276,4.762679960119778
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,16,1675,1626.34228515625,0.0253643505275249,0.945750452079566,4.763004231353467
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,17,1675,1626.429931640625,0.0254108346998691,0.9543399638336348,4.746648792942354
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,18,1675,1625.589111328125,0.0253339186310768,0.9507233273056056,4.770455899625433
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,19,1675,1626.1239013671875,0.0254165828227996,0.9376130198915008,4.746454832737513
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,20,1675,1626.3006591796875,0.0253890752792358,0.951627486437613,4.758787308517985
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,21,1675,1626.3070068359375,0.0254328399896621,0.9484629294755876,4.738992620961955
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,22,1675,1626.112548828125,0.0253541655838489,0.9484629294755876,4.767645872381375
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,23,1675,1626.973388671875,0.0253778807818889,0.9511754068716094,4.762600202651883
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,24,1675,1625.996826171875,0.0253839362412691,0.951627486437613,4.7576581087133345
bbh+gpqa+ifeval+math+musr,,1.0,0.175,0.5,25,1675,1625.3245849609375,0.0253346282988786,0.940777576853526,4.772383022099626
